"CourseName","Department"
"MUT 213 - Sight Singing and Aural Skills 4","Music Theory"
"MUT 330 - Form and Analysis","Music Theory"
"MUT 332 - Counterpoint","Music Theory"
"NUR 252 - Human Nutrition","Nursing"
"NUR 270 - Intro to Professional Nursing, Leadership, and Ethics","Nursing"
"NUR 300 - Health Assessment","Nursing"
"NUR 301 - Health Assessment Lab","Nursing"
"NUR 302 - Pharmacology","Nursing"
"NUR 306 - Fundamentals in Nursing Arts and Science","Nursing"
"NUR 307 - Fundamentals in Nursing Lab","Nursing"
"NUR 308 - Concepts of Professional Nursing Practice","Nursing"
"NUR 309 - Health Assessment for RNs","Nursing"
"NUR 310 - Health Assessment Lab for RNs","Nursing"
"NUR 313 - Intermediate Nursing Skills and Simulation Lab","Nursing"
"NUR 314 - RN Credit Option","Nursing"
"NUR 318 - Evidence-based Practice in Nursing","Nursing"
"NUR 319 - Qualitative Inquiry in Nursing","Nursing"
"NUR 321 - Health-Related Research","Nursing"
"NUR 323 - Adult Health Nursing I Lecture","Nursing"
"NUR 325 - Adult Health Nursing I Clinical","Nursing"
"NUR 329 - Mental Health Skills and Simulation Lab","Nursing"
"NUR 330 - Mental Health Nursing","Nursing"
"NUR 331 - Mental Health Nursing Clinical","Nursing"
"NUR 341 - Community & Public Health Service Learning","Nursing"
"NUR 356 - Community and Public Health Nursing","Nursing"
"NUR 370 - Theory for Clinical Practice","Nursing"
"NUR 386 - Geary Clinical Cooperative","Nursing"
"NUR 399 - Topics","Nursing"
"NUR 413 - Advanced Nursing Skills and Simulation Lab","Nursing"
"NUR 417 - Child Health Skills and Simulation Lab","Nursing"
"NUR 418 - Reproductive Health Skills and Simulation Lab","Nursing"
"NUR 419 - Community Nursing Partnerships for RNs Clinical","Nursing"
"NUR 421 - Reproductive and Sexual Health Nursing","Nursing"
"NUR 422 - Reproductive and Sexual Health Nursing Clinical","Nursing"
"NUR 423 - Adult Health Nursing II Lecture","Nursing"
"NUR 425 - Adult Health Nursing II Clinical","Nursing"
"NUR 427 - Child Health Nursing","Nursing"
"NUR 428 - Child Health Nursing Clinical","Nursing"
"NUR 429 - Clinically Applied Pharmacology","Nursing"
"NUR 470 - Advanced Professional Nursing, Leadership, and Ethics","Nursing"
"NUR 474 - Professional Issues: Leadership, Management, and Organizations for RNs","Nursing"
"NUR 476 - Theory Related to Clinical Specialty for RNs","Nursing"
"NUR 480 - Practicum/Care Management Seminar and Clinical","Nursing"
"NUR 489 - Role Transition to Professional Practice","Nursing"
"NUR 490 - Capstone in Nursing","Nursing"
"NUR 495 - Directed Study","Nursing"
"OTH 201 - Joy in Doing: Foundations of OT Practice","Occupational Therapy"
"OTH 203 - The Caring Practitioner","Occupational Therapy"
"OTH 206 - The Curious Practitioner","Occupational Therapy"
"OTH 207 - Justice and Occupation","Occupational Therapy"
"OTH 303 - Occupation-based Interventions for Adults","Occupational Therapy"
"OTH 304 - Occupation-based Interventions for Children","Occupational Therapy"
"OTH 305 - Occupation-based Interventions for Mental Health","Occupational Therapy"
"OTH 306 - Occupation-based Interventions for Adults Lab","Occupational Therapy"
"OTH 307 - Occupation-based Interventions for Children Lab","Occupational Therapy"
"OTH 308 - Occupation-based Interventions for Mental Health Lab","Occupational Therapy"
"OTH 310 - Care and Justice in OT Management","Occupational Therapy"
"OTH 314 - The Wonders of Human Movement","Occupational Therapy"
"OTH 315 - The Wonders of Human Movement Lab","Occupational Therapy"
"OTH 320 - Level I Fieldwork: Community-Engaged Mental Health","Occupational Therapy"
"OTH 330 - Level I Fieldwork: International/Populations","Occupational Therapy"
"OTH 335 - Occupational Science","Occupational Therapy"
"OTH 340 - Level I Fieldwork: Interprofessional Education","Occupational Therapy"
"OTH 400 - Global Perspectives on Occupation","Occupational Therapy"
"OTH 401 - Assessment and Outcomes for Occupational Participation","Occupational Therapy"
"OTH 416 - Transition to Practice","Occupational Therapy"
"OTH 417 - A Joyful Life: Occupational Wellness across the Lifespan","Occupational Therapy"
"OTH 440 - Baccalaureate Project I","Occupational Therapy"
"OTH 450 - Baccalaureate Project II","Occupational Therapy"
"OTH 460 - First Level II Fieldwork","Occupational Therapy"
"OTH 470 - Second Level II Fieldwork","Occupational Therapy"
"PHI 105 - Introduction to Philosophy: Philosophy Through Its History","Philosophy"
"PHI 200 - World Philosophy Day","Philosophy"
"PHI 201 - Public Philosophy","Philosophy"
"PHI 205 - Logic","Philosophy"
"PHI 211 - Media Ethics","Philosophy"
"PHI 212 - Environmental Ethics","Philosophy"
"PHI 215 - Philosophy of Literature","Philosophy"
"PHI 220 - Philosophy of Art and Visual Culture","Philosophy"
"PHI 221 - Philosophy of Film","Philosophy"
"PHI 225 - Philosophy of the Mind","Philosophy"
"PHI 230 - Philosophy of Religion","Philosophy"
"PHI 235 - Philosophy, Social Media, and Security","Philosophy"
"PHI 241 - Work: Economics, Ethics, and Politics","Philosophy"
"PHI 245 - Africa, Social Justice, and Exile","Philosophy"
"PHI 250 - Philosophy of Science","Philosophy"
"PHI 260 - Philosophy of Law","Philosophy"
"PHI 270 - Epistemology","Philosophy"
"PHI 275 - The Nature of Compassion","Philosophy"
"PHI 285 - Biology, Technology, and Ethics","Philosophy"
"PHI 290 - Problems in Philosophy","Philosophy"
"PHI 291 - Death and Dying","Philosophy"
"PHI 295 - Medicine, Madness, and Disease","Philosophy"
"PHI 301 - Ethical Theories","Philosophy"
"PHI 305 - Political Philosophy","Philosophy"
"PHI 310 - History of Ancient Philosophy","Philosophy"
"PHI 311 - Happiness and the Good Life","Philosophy"
"PHI 315 - Eastern Philosophy","Philosophy"
"PHI 320 - History of Medieval and Renaissance Philosophy","Philosophy"
"PHI 330 - The Enlightenment: Modern Philosophy from Descartes to Kant","Philosophy"
"PHI 350 - American Philosophy","Philosophy"
"PHI 355 - Contemporary Feminism","Philosophy"
"PHI 360 - Existentialism","Philosophy"
"PHI 370 - Analytic Philosophy","Philosophy"
"PHI 380 - Contemporary Philosophy","Philosophy"
"PHI 395 - Philosophy Teaching Internship","Philosophy"
"PHI 398 - Independent Study","Philosophy"
"PHI 400 - Philosophy Topics Seminar","Philosophy"
"PHI 405 - Major Figure Seminar in Philosophy","Philosophy"
"PHI 409 - Research Seminar","Philosophy"
"PHI 410 - Senior Thesis","Philosophy"
"PHE 106 - NCAA Life Choices","Physical Education"
"PHE 203 - Athletic Training for Coaches","Physical Education"
"PHE 302 - Coaching Philosophy and Fundamentals","Physical Education"
"PHE 303 - Coaching and Officiating Basketball","Physical Education"
"PHE 308 - Coaching and Officiating Ice Hockey","Physical Education"
"PHE 309 - Coaching and Officiating Track and Field","Physical Education"
"PHE 311 - Coaching and Officiating Soccer","Physical Education"
"PHE 314 - Organization and Administration of Athletics","Physical Education"
"PHE 315 - Coaching and Officiating Field Hockey","Physical Education"
"PHE 316 - Coaching and Officiating Volleyball","Physical Education"
"PHE 335 - Coaching and Officiating Baseball","Physical Education"
"PHE 336 - Coaching and Officiating Softball","Physical Education"
"PHE 391 - Field Experience/Internship","Physical Education"
"PHE 398 - Independent Study in Physical Education","Physical Education"
"PHY 101 - Introduction to Physics","Physics"
"PHY 102 - Introduction to Physics Laboratory","Physics"
"PHY 111 - Elements of Physics I","Physics"
"PHY 112 - Elements of Physics II","Physics"
"PHY 114 - Introductory Physics Laboratory I","Physics"
"PHY 116 - Introductory Physics Laboratory II","Physics"
"PHY 121 - General Physics I","Physics"
"PHY 123 - General Physics II","Physics"
"PHY 211 - Modern Physics I","Physics"
"PHY 213 - Modern Physics II","Physics"
"PHY 240 - Intermediate Laboratory I","Physics"
"PHY 251 - Principles of Electronics","Physics"
"PHY 261 - Computational Physics","Physics"
"PHY 281 - Astrophysics","Physics"
"PHY 314 - Statistical and Thermal Physics","Physics"
"PHY 321 - Classical Mechanics I","Physics"
"PHY 323 - Classical Mechanics II","Physics"
"PHY 331 - Electrodynamics I","Physics"
"PHY 333 - Electrodynamics II","Physics"
"PHY 341 - Quantum Mechanics","Physics"
"PHY 375 - Optics","Physics"
"PHY 390 - Independent Laboratory Study in Physics","Physics"
"PHY 400 - Physics Capstone","Physics"
"PHY 410 - Independent Study or Internship in Physics","Physics"
"POS 101 - Introduction to American Government","Political Science"
"POS 102 - People and Politics","Political Science"
"POS 104 - Introduction to International Relations","Political Science"
"POS 120 - Government and Politics of Maine","Political Science"
"POS 203 - Introduction to Political Science Research","Political Science"
"POS 205 - Introduction to Comparative Politics","Political Science"
"POS 209 - The Global Politics of Soccer","Political Science"
"POS 245 - French Politics and Government","Political Science"
"POS 256 - Media and Politics","Political Science"
"POS 261 - The American Congress","Political Science"
"POS 262 - The American Presidency","Political Science"
"POS 280 - Issues Before the United Nations","Political Science"
"POS 290 - Introduction to Political Theory","Political Science"
"POS 310 - Internet and Politics","Political Science"
"POS 312 - The Politics of Nuclear Weapons","Political Science"
"POS 315 - Media Law","Political Science"
"POS 333 - Theories of Democratization","Political Science"
"POS 334 - Race and Ethnicity in U.S. Politics","Political Science"
"POS 335 - European Politics","Political Science"
"POS 338 - Social Media and Revolutions","Political Science"
"POS 349 - The Middle East in International Politics","Political Science"
"POS 352 - Latino Politics","Political Science"
"POS 360 - Terrorism and the American Public","Political Science"
"POS 374 - United States Foreign Policy","Political Science"
"POS 380 - Topics","Political Science"
"POS 381 - Global Order: 1945 - Present","Political Science"
"POS 382 - Politics of Climate Change","Political Science"
"POS 383 - WMD in the Movies","Political Science"
"POS 390 - Ancient and Medieval Political Theory","Political Science"
"POS 392 - American Political Thought I","Political Science"
"POS 393 - American Political Thought II","Political Science"
"POS 394 - A Year in the Life","Political Science"
"POS 395 - Independent Study I","Political Science"
"POS 396 - Independent Study II","Political Science"
"POS 405 - The European Union","Political Science"
"POS 445 - MeMUNC Conference Planners","Political Science"
"POS 463 - Supreme Court and Constitutional Law","Political Science"
"POS 464 - American Civil Liberties","Political Science"
"POS 475 - Political Science Internship","Political Science"
"POS 476 - Internship in Washington D.C.","Political Science"
"POS 480 - International Affairs Internship","Political Science"
"PSY 100 - Introduction to Psychology","Psychology"
"PSY 201 - Statistics in Psychology","Psychology"
"PSY 205 - Experimental Methodology","Psychology"
"PSY 206 - Methodology Lab","Psychology"
"PSY 220 - Psychology of the Lifespan","Psychology"
"PSY 230 - Social Psychology","Psychology"
"PSY 233 - Abnormal Psychology","Psychology"
"PSY 317 - Cross-Cultural Psychology","Psychology"
"PSY 318 - Applied Behavior Analysis","Psychology"
"PSY 319 - Self Regulation","Psychology"
"PSY 323 - Psychology of Infancy and Childhood","Psychology"
"PSY 338 - Theories of Personality","Psychology"
"PSY 350 - Psychology of Learning","Psychology"
"PSY 360 - Cognitive Processes","Psychology"
"PSY 361 - Sensation and Perception","Psychology"
"PSY 363 - Human Factors in Regulatory Ethics","Psychology"
"PSY 365 - Physiological Psychology","Psychology"
"PSY 368 - Health Psychology","Psychology"
"PSY 375 - Psychology in the Public Interest","Psychology"
"PSY 400 - Independent Study","Psychology"
"PSY 401 - Research Apprenticeship","Psychology"
"PSY 405 - Teaching Apprenticeship","Psychology"
"PSY 410 - Internship/Field Experience","Psychology"
"BPH 101 - Introduction to the U.S. Health System","Public Health"
"BPH 160 - Biology of Human Health","Public Health"
"BPH 161 - Biology of Human Health Lab","Public Health"
"BPH 201 - Fundamentals of Public Health","Public Health"
"BPH 205 - Health Communication and Marketing","Public Health"
"BPH 210 - Health Disparities and Social Justice","Public Health"
"BPH 315 - Population Health Improvement","Public Health"
"BPH 320 - Methods of Public Health Research","Public Health"
"BPH 337 - Introduction to Epidemiology","Public Health"
"BPH 339 - Topics in Public Health","Public Health"
"BPH 397 - Independent Study","Public Health"
"BPH 450 - Analysis of Public Health Data with Lab","Public Health"
"BPH 498 - Professional Development for Public Health Careers","Public Health"
"RCE 100 - Introduction to Race & Ethnic Studies","Race & Ethnic Studies"
"RCE 150 - Introduction to Race","Race & Ethnic Studies"
"RCE 200 - Introduction to Critical Race Theory","Race & Ethnic Studies"
"RCE 330 - Perspectives on Father Involvement","Race & Ethnic Studies"
"REC 110 - Foundations of Recreation and Leisure Studies","Recreation"
"REC 121 - Introduction to Therapeutic Recreation Services","Recreation"
"REC 190 - Yoga and Nutrition","Recreation"
"REC 223 - Environmental Recreation","Recreation"
"REC 226 - Lifetime Leisure Activities","Recreation"
"REC 232 - Methods in Therapeutic Recreation Program Design","Recreation"
"REC 233 - Outdoor Recreation","Recreation"
"REC 241 - Recreation Leadership","Recreation"
"REC 253 - Implications of Disabling Conditions for Therapeutic Recreation","Recreation"
"REC 285 - Perspectives on Animal-Assisted Therapy","Recreation"
"REC 311 - Holistic Therapeutic Recreation Strategies in Geriatrics","Recreation"
"REC 314 - Wellness Education and Counseling","Recreation"
"REC 324 - Inclusive and Special Recreation","Recreation"
"REC 382 - Assessment and Documentation in Therapeutic Recreation","Recreation"
"REC 383 - Facilitation Techniques in Therapeutic Recreation","Recreation"
"REC 398 - Independent Study","Recreation"
"REC 494 - Professional Foundations of Therapeutic Recreation Practice","Recreation"
"REC 495 - Internship","Recreation"
"REC 498 - Management and Professional Development in Therapeutic Recreation","Recreation"
"RHF 106 - Ballroom Dance","Recreation, Health & Fitness"
"RHF 108 - SKY: The Practice of Happiness and Well-being","Recreation, Health & Fitness"
"RHF 109 - Beginning Weight Training","Recreation, Health & Fitness"
"RHF 118 - Yoga","Recreation, Health & Fitness"
"RHF 121 - Self Defense","Recreation, Health & Fitness"
"RHF 122 - Aerobic Kickboxing","Recreation, Health & Fitness"
"RHF 123 - Introduction to Kayaking","Recreation, Health & Fitness"
"RHF 124 - T’ai Chi Qigong","Recreation, Health & Fitness"
"RHF 126 - Stability and Physio-Ball Exercise","Recreation, Health & Fitness"
"RHF 127 - Pilates","Recreation, Health & Fitness"
"RHF 131 - Indoor Cycling Instructor Preparation","Recreation, Health & Fitness"
"RHF 218 - Yoga Fusion","Recreation, Health & Fitness"
"REL 240 - Meaning, Morality, and Religion","Religion Studies"
"RMI 295 - Internship in Risk Management and Insurance","Risk Management & Insurance"
"RMI 320 - Introduction to Risk Management and Insurance","Risk Management & Insurance"
"RMI 330 - Health, Life, and Disability Insurance","Risk Management & Insurance"
"RMI 350 - Corporate Risk Management and Insurance","Risk Management & Insurance"
"RMI 395 - Internship I","Risk Management & Insurance"
"RMI 396 - Internship II","Risk Management & Insurance"
"SBS 122 - A Regulated Society","Social & Behavioral Sciences"
"SBS 200 - Multicultural Human Development","Social & Behavioral Sciences"
"SBS 210 - Me in 3D: Introduction to Social and Behavioral Sciences","Social & Behavioral Sciences"
"SBS 300 - Deviance and Social Control","Social & Behavioral Sciences"
"SBS 301 - Group Dynamics","Social & Behavioral Sciences"
"SBS 302 - Organizational Behavior","Social & Behavioral Sciences"
"SBS 303 - Abnormal Psychology","Social & Behavioral Sciences"
"SBS 304 - Food and Culture","Social & Behavioral Sciences"
"SBS 305 - Child and Adolescent Development","Social & Behavioral Sciences"
"SBS 308 - Medical Anthropology","Social & Behavioral Sciences"
"SBS 310 - Childhood and Society","Social & Behavioral Sciences"
"SBS 311 - Theories of Personality","Social & Behavioral Sciences"
"SBS 315 - Social Psychology of Disability","Social & Behavioral Sciences"
"SBS 316 - Diversity in Organizations","Social & Behavioral Sciences"
"SBS 329 - Research Methods","Social & Behavioral Sciences"
"SBS 332 - Death, Dying, and Denial","Social & Behavioral Sciences"
"SBS 335 - Legal Issues in Health and Human Services","Social & Behavioral Sciences"
"SBS 336 - Fundamentals of Public Health","Social & Behavioral Sciences"
"SBS 337 - Introduction to Epidemiology","Social & Behavioral Sciences"
"SBS 339 - Migration, Ethnicity, and Identity","Social & Behavioral Sciences"
"SBS 341 - The Family","Social & Behavioral Sciences"
"SBS 343 - Substance Use Disorders","Social & Behavioral Sciences"
"SBS 345 - Diversity: Many Voices","Social & Behavioral Sciences"
"SBS 346 - Introduction to Social Services","Social & Behavioral Sciences"
"SBS 348 - Responding to Mental Health Crisis in the Community","Social & Behavioral Sciences"
"SBS 349 - Trauma and Narrative","Social & Behavioral Sciences"
"SBS 350 - Psychosocial Disorders in Childhood and Adolescence","Social & Behavioral Sciences"
"SBS 362 - Understanding Regulation: Applying Scissors to Red Tape","Social & Behavioral Sciences"
"SBS 363 - Human Factors in Regulation","Social & Behavioral Sciences"
"SBS 364 - Introduction to Creative Modalities","Social & Behavioral Sciences"
"SBS 368 - Transitioning Cultures: Ethical Conflicts in Post-Military Life","Social & Behavioral Sciences"
"SBS 370 - Toward a Global Ethics","Social & Behavioral Sciences"
"SBS 375 - Infant Mental Health and Attachment","Social & Behavioral Sciences"
"SBS 389 - Our Brains at Play","Social & Behavioral Sciences"
"SBS 390 - Brain and Behavior","Social & Behavioral Sciences"
"SBS 398 - Independent Study","Social & Behavioral Sciences"
"SBS 399 - Special Topics","Social & Behavioral Sciences"
"SBS 411 - Counseling and Psychotherapy","Social & Behavioral Sciences"
"SBS 413 - Exploring Careers and Job Search Skills","Social & Behavioral Sciences"
"SBS 420 - Mindfulness","Social & Behavioral Sciences"
"SBS 430 - Applied Social and Public Policy","Social & Behavioral Sciences"
"SBS 447 - Internship","Social & Behavioral Sciences"
"SBS 470 - Study Abroad","Social & Behavioral Sciences"
"SOJ 101 - Social Justice / Social Change","Social Justice"
"SOJ 110 - Theoretical Foundations of Social Justice I","Social Justice"
"SOJ 120 - Patterns in Injustice and Resistance","Social Justice"
"SOJ 130 - Analytic Methods and Practical Skills I","Social Justice"
"SOJ 210 - Theoretical Foundations of Social Justice II","Social Justice"
"SOJ 220 - Patterns in Injustice and Resistance II","Social Justice"
"SOJ 230 - Analytic Methods and Practical Skills II","Social Justice"
"SOJ 310 - Theoretical Foundations of Social Justice III","Social Justice"
"SOJ 320 - Patterns in Injustice and Resistance III","Social Justice"
"SOJ 330 - Analytic Methods and Practical Skills III","Social Justice"
"SOJ 401 - Social Justice Capstone","Social Justice"
"SOJ 410 - Theoretical Foundations of Social Justice IV","Social Justice"
"SOJ 420 - Patterns in Injustice and Resistance IV","Social Justice"
"SOJ 430 - Analytic Methods and Practical Skills IV","Social Justice"
"SWO 201 - Introduction to Social Work","Social Work"
"SWO 250 - Introduction to Social Welfare","Social Work"
"SWO 270 - Human Behavior in the Social Environment I","Social Work"
"SWO 310 - Animal-Human Bond","Social Work"
"SWO 330 - Grief and Loss Across the Lifespan","Social Work"
"SWO 333 - Social Work Research I","Social Work"
"SWO 334 - Social Work Research II","Social Work"
"SWO 340 - Race, Gender & Criminal Justice","Social Work"
"SWO 350 - Social Welfare Policy","Social Work"
"SWO 360 - Social Work Practice with LGBTQI+ Communities","Social Work"
"SWO 365 - Foundations of Social Justice in Social Work","Social Work"
"SWO 370 - Human Behavior in the Social Environment","Social Work"
"SWO 375 - Gender and Aging","Social Work"
"SWO 383 - Social Work with Immigrants, Refugees, and Asylum Seekers","Social Work"
"SWO 388 - Substance Use and Related Behaviors: Critical Analysis and Practice","Social Work"
"SWO 393 - Methods of Social Work Practice I","Social Work"
"SWO 397 - Independent Study","Social Work"
"SWO 399 - Topics in Social Work","Social Work"
"SWO 402 - Methods of Social Work Practice II","Social Work"
"SWO 403 - Methods of Social Work Practice III","Social Work"
"SWO 411 - Field Experience and Seminar I","Social Work"
"SWO 412 - Field Experience and Seminar II","Social Work"
"SOC 100 - Introduction to Sociology","Sociology"
"SOC 210 - Critical Thinking about Social Issues","Sociology"
"SOC 300 - Sociological Theory","Sociology"
"SOC 301 - Qualitative Research Methods","Sociology"
"SOC 307 - Quantitative Research Methods","Sociology"
"SOC 316 - Sociology of Gender","Sociology"
"SOC 327 - Social Movements","Sociology"
"SOC 330 - Sociology of the Family","Sociology"
"SOC 336 - Law and Society","Sociology"
"SOC 370 - Sociology of the Environment","Sociology"
"SOC 371 - Sociology of Race and Ethnicity","Sociology"
"SOC 379 - Sociology of Indigenous Peoples","Sociology"
"SOC 380 - Topics in Sociology","Sociology"
"SOC 390 - Individualized Instruction I","Sociology"
"SOC 395 - Internship","Sociology"
"SOC 410 - Sociology Capstone","Sociology"
"SOC 450 - Undergraduate Teaching Assistantship","Sociology"
"SPA 101 - Beginning Spanish I","Spanish"
"SPA 102 - Beginning Spanish II","Spanish"
"SPA 150 - Language Table","Spanish"
"SPA 201 - Intermediate Spanish I","Spanish"
"SPA 202 - Intermediate Spanish II","Spanish"
"SPA 300 - Building Fluency in Spanish","Spanish"
"SPA 301 - Practical Spanish I","Spanish"
"SPA 302 - Practical Spanish II","Spanish"
"SPA 398 - Independent Study","Spanish"
"SPA 416 - The Linguistic Structure of Spanish","Spanish"
"SED 235 - Students with Exceptionalities in General Education","Special Education"
"SED 282 - Special Education Regulations, Procedures, and the IEP Team","Special Education"
"SED 288 - Registered Teacher Apprenticeship Practicum","Special Education"
"SED 300 - Ethics and Serving Individuals with Disabilities","Special Education"
"SED 318 - Targeted and Individualized Instructional Strategies for Students with Disabilities","Special Education"
"SED 387 - Technology for Learning and Communicating","Special Education"
"SED 392 - Early Childhood Special Education","Special Education"
"SED 393 - Transitions Among Agency, School, and Community","Special Education"
"SED 415 - Positive Behavioral Interventions and Supports (PBIS)","Special Education"
"SED 425 - Multi-Tier Mathematics Instruction and Assessment","Special Education"
"SED 427 - Multi-Tier Reading Instruction and Assessment","Special Education"
"SED 453 - Assessment of Academic Achievement","Special Education"
"SED 488 - Internship in Special Education for Students with Mild to Moderate Disabilities","Special Education"
"SPM 100 - Introduction to Exercise, Health, and Sport Sciences","Sports Medicine"
"SPM 101 - Basic Life Support and First Aid 1","Sports Medicine"
"SPM 102 - Basic Life Support and First Aid 2","Sports Medicine"
"SPM 140 - Medical Terminology","Sports Medicine"
"SPM 219 - Lifetime Physical Fitness and Wellness","Sports Medicine"
"SPM 230 - Psychology of Physical Activity and Sport","Sports Medicine"
"SPM 260 - Foundations of Exercise Science","Sports Medicine"
"SPM 325 - Methods of Resistance Training and Conditioning","Sports Medicine"
"SPM 330 - Physiology of Exercise","Sports Medicine"
"SPM 331 - Physiology of Exercise Laboratory","Sports Medicine"
"SPM 350 - Health Promotion Programs","Sports Medicine"
"SPM 352 - Nutrition for Physical Performance","Sports Medicine"
"SPM 381 - Kinesiology","Sports Medicine"
"SPM 382 - Kinesiology Lab","Sports Medicine"
"SPM 390 - Biomechanics","Sports Medicine"
"SPM 391 - Biomechanics Lab","Sports Medicine"
"SPM 398 - Independent Study","Sports Medicine"
"SPM 425 - Advanced Strength and Conditioning","Sports Medicine"
"SPM 430 - Exercise Testing, Assessment, and Prescription","Sports Medicine"
"SPM 431 - Advanced Exercise Physiology","Sports Medicine"
"SPM 450 - Exercise for Special Populations","Sports Medicine"
"SPM 477 - Health Research Methods","Sports Medicine"
"SPM 485 - Senior Thesis","Sports Medicine"
"SPM 495 - Clinical Internship","Sports Medicine"
"THE 101 - Introduction to Theatre and Text Analysis","Theatre"
"THE 102 - Acting for Non-Majors","Theatre"
"THE 104 - Practicum in Costuming","Theatre"
"THE 105 - Practicum in Stage Lighting","Theatre"
"THE 106 - Practicum in Stagecraft","Theatre"
"THE 112 - Stagecraft Fundamentals","Theatre"
"THE 115 - Math & the Theatre Arts","Theatre"
"THE 122 - Fundamentals of Performance","Theatre"
"THE 136 - Fundamentals of Design","Theatre"
"THE 139 - Theatrical Makeup","Theatre"
"THE 140 - Entry Year Theatre Workshop","Theatre"
"THE 141 - Theatre Workshop I","Theatre"
"THE 142 - Theatre Workshop II","Theatre"
"THE 170 - Public Speaking","Theatre"
"THE 180 - Topics in Theatre","Theatre"
"THE 190 - Rehearsal and Production","Theatre"
"THE 201 - Cultural History of Theatre","Theatre"
"THE 220 - Acting Techniques I","Theatre"
"THE 224 - Acting for the Camera","Theatre"
"THE 225 - Voice and Movement","Theatre"
"THE 232 - Introduction to Stage Management","Theatre"
"THE 234 - Business of Performing Arts","Theatre"
"THE 236 - Practicum in Design","Theatre"
"THE 237 - Practicum in Acting","Theatre"
"THE 250 - Playwriting","Theatre"
"THE 271 - Creative Drama","Theatre"
"THE 280 - Topics in Theatre","Theatre"
"THE 284 - Acting the Song","Theatre"
"THE 290 - Advanced Rehearsal and Production","Theatre"
"THE 321 - Acting Techniques II","Theatre"
"THE 325 - Directing","Theatre"
"THE 330 - Dramaturgy: Creative Research, Development, and Critique","Theatre"
"THE 331 - Scene Design","Theatre"
"THE 333 - Costume Construction","Theatre"
"THE 334 - Costume Design","Theatre"
"THE 335 - Lighting Design","Theatre"
"THE 337 - Sound Design","Theatre"
"THE 352 - Dramatic Literature and History of Modern Theatre","Theatre"
"THE 375 - Devised Theatre","Theatre"
"THE 380 - Topics in Theatre","Theatre"
"THE 384 - Musical Theatre Scene Study","Theatre"
"THE 420 - Acting: Styles","Theatre"
"THE 430 - Topics in Design","Theatre"
"THE 434 - Advanced Design for the Theatre","Theatre"
"THE 451 - Topics in Dramatic Literature and Theatre History","Theatre"
"THE 490 - Independent Study","Theatre"
"THE 491 - Independent Project","Theatre"
"THE 492 - Theatre Internship","Theatre"
"THE 495 - Theatre Capstone","Theatre"
"TAH 101 - Introduction to Tourism & Hospitality","Tourism and Hospitality"
"TAH 150 - Professional Practices Immersion in Tourism & Hospitality","Tourism and Hospitality"
"TAH 211 - Tourism Entrepreneurship","Tourism and Hospitality"
"TAH 221 - Hospitality Management","Tourism and Hospitality"
"TAH 222 - Food and Beverage Management","Tourism and Hospitality"
"TAH 224 - Off-site Catering","Tourism and Hospitality"
"TAH 228 - Introduction to the Craft Beer Sector","Tourism and Hospitality"
"TAH 241 - Sustainable Tourism Development","Tourism and Hospitality"
"TAH 261 - Cultural Tourism","Tourism and Hospitality"
"TAH 299 - Topics in Tourism & Hospitality","Tourism and Hospitality"
"TAH 301 - Global Issues in Travel & Tourism","Tourism and Hospitality"
"TAH 305 - Culture & Communication in the Travel Industry","Tourism and Hospitality"
"TAH 309 - Tourism & Hospitality Internship","Tourism and Hospitality"
"TAH 311 - Event Management","Tourism and Hospitality"
"TAH 312 - Tour Planning & Management","Tourism and Hospitality"
"TAH 320 - Green Meetings and Events","Tourism and Hospitality"
"TAH 321 - Lodging Operations & Systems","Tourism and Hospitality"
"TAH 331 - Sustainable Hospitality Management","Tourism and Hospitality"
"TAH 361 - Local Food & Agritourism","Tourism and Hospitality"
"TAH 399 - Advanced Topics in Tourism & Hospitality","Tourism and Hospitality"
"TAH 409 - Capstone: Tourism & Hospitality Internship","Tourism and Hospitality"
"TAH 415 - Trends & Innovation in Tourism and Hospitality","Tourism and Hospitality"
"TAH 422 - Hospitality Law and HR","Tourism and Hospitality"
"TAH 424 - Hospitality Financial Management","Tourism and Hospitality"
"TAH 426 - Beverage Operations","Tourism and Hospitality"
"TAH 432 - Sustainable Tourism Policy & Planning","Tourism and Hospitality"
"TAH 497 - Independent Study in Tourism & Hospitality","Tourism and Hospitality"
"WAB 101 - Beginning Wabanaki Language I","Wabanaki Languages"
"WAB 102 - Beginning Wabanaki Language II","Wabanaki Languages"
"WAB 150 - Language Table","Wabanaki Languages"
"WAB 180 - Wabanaki Language Reclamation Methodologies","Wabanaki Languages"
"WAB 201 - Intermediate Wabanaki Language I","Wabanaki Languages"
"WAB 202 - Intermediate Wabanaki Language II","Wabanaki Languages"
"WAB 398 - Independent Study","Wabanaki Languages"
"WGS 101 - Introduction to Women and Gender Studies","Women & Gender Studies"
"WGS 201 - Rethinking Gender & Culture","Women & Gender Studies"
"WGS 220 - Topics in Women and Gender Studies","Women & Gender Studies"
"WGS 245 - Topics in Culture and the Arts I","Women & Gender Studies"
"WGS 265 - Topics in Gender and Institutions I","Women & Gender Studies"
"WGS 320 - Advanced Topics in Women and Gender Studies","Women & Gender Studies"
"WGS 335 - Topics in Science, Technology, and Health II","Women & Gender Studies"
"WGS 345 - Topics in Culture and the Arts II","Women & Gender Studies"
"WGS 355 - Topics in History and Resistance II","Women & Gender Studies"
